uid,group,total_spent
1010216,B,0
1029316,B,0
1027471,B,0
1023444,B,0
1015098,B,0
1008340,A,0
1023000,A,0
1028295,A,234.4091179826691
1002624,A,0
1003478,A,0
1023094,A,0
1006948,A,0
1015733,B,0
1009799,A,0
1027574,B,0
1025526,B,0
1005274,A,0
1017439,B,0
1025777,A,0
1011847,A,0
1023611,B,0
1012551,A,0
1005372,B,0
1024223,A,0
1002638,B,0
1018502,A,400.9
1013078,A,0
1016131,A,0
1007143,A,0
1013822,B,0
1004815,A,0
1023909,B,0
1005139,B,0
1024357,B,0
1008748,A,0
1026232,B,0
1015768,B,0
1001019,B,0
1024961,B,0
1014055,A,0
1022165,A,0
1000050,A,0
1000592,B,0
1020637,B,0
1007032,A,0
1014662,B,0
1026101,A,0
1023312,A,0
1017958,A,0
1014797,B,0
1012362,B,0
1014009,B,0
1015024,A,0
1001179,A,0
1013608,A,0
1019690,A,0
1004687,B,0
1000073,A,0
1005825,B,0
1001240,A,0
1004834,A,0
1028647,A,0
1006395,B,0
1016882,B,0
1009336,A,0
1010651,A,0
1013327,A,0
1027231,A,0
1014920,A,92.32
1003078,A,0
1027972,B,0
1018375,B,0
1029225,A,0
1018575,B,121.37
1029122,A,0
1026060,B,0
1000753,A,0
1012461,B,0
1011731,B,0
1029007,B,0
1027162,A,0
1017407,A,46.23
1024541,B,0
1002080,A,0
1019877,B,0
1012535,A,0
1006539,B,0
1010802,B,0
1016868,A,0
1010886,B,41.32
1008243,A,0
1022208,B,0
1014132,A,0
1024679,A,0
1006549,B,31.61
1009139,A,0
1023597,B,0
1012672,B,0
1008094,A,0
1001932,B,0
1022207,A,0
1012584,A,0
1027409,B,0
1006603,A,0
1026026,A,0
1021193,A,0
1014598,A,0
1024034,B,0
1012756,A,0
1008278,B,0
1023126,B,33.58
1002388,B,0
1028479,A,0
1009047,A,0
1013636,A,0
1027898,B,0
1002133,A,0
1017276,B,0
1015433,B,0
1011536,B,0
1029107,A,0
1006862,B,0
1028961,A,220.27
1026845,B,0
1017008,B,0
1002831,B,0
1016808,A,0
1006658,A,0
1015333,A,41.11
1010253,A,0
1019630,A,0
1025448,A,0
1004977,A,0
1009640,A,0
1021035,A,0
1004726,A,0
1005582,B,0
1021865,A,0
1008059,B,0
1019844,B,0
1001819,B,0
1006149,A,18.33
1013123,A,0
1008784,A,0
1008311,B,0
1029446,A,0
1001754,B,0
1026387,B,0
1011359,B,0
1016684,B,0
1000751,A,0
1027633,A,0
1025042,B,0
1027671,A,0
1015185,A,0
1028123,A,0
1028340,A,0
1010947,A,0
1005393,A,0
1000954,A,0
1001470,A,0
1005558,A,0
1000808,B,0
1000076,A,0
1025635,B,0
1016052,B,0
1024117,B,0
1006634,B,0
1027345,B,0
1006878,B,0
1001869,A,0
1022803,B,0
1029600,A,0
1028291,A,0
1026824,A,0
1018274,A,0
1016288,A,0
1016110,B,0
1018836,B,0
1008608,A,0
1008530,B,0
1005297,A,0
1023773,A,0
1029688,A,0
1013545,A,0
1017835,A,0
1015453,A,0
1015038,B,0
1026459,B,67.51
1023273,A,0
1013589,A,0
1008310,B,0
1010357,B,0
1024022,B,0
1025467,A,0
1005053,B,0
1007779,A,26.13
1029651,A,0
1009728,A,0
1023499,A,0
1013059,A,0
1002595,A,0
1000986,A,0
1001396,A,0
1017737,A,0
1010978,A,0
1007696,A,49.89
1015854,A,0
1012149,A,0
1012293,A,0
1011963,B,0
1000579,B,117.79
1000239,A,0
1004654,A,0
1009685,B,0
1013982,B,0
1018295,B,0
1007370,B,0
1023554,A,0
1001628,A,0
1018087,B,0
1001908,B,0
1005601,B,0
1003900,B,0
1026431,B,0
1014772,A,0
1004158,B,0
1027377,A,0
1007236,A,63.35
1012428,B,0
1008959,B,0
1016579,B,0
1012004,B,0
1019167,B,0
1025036,A,0
1023695,A,0
1006001,A,0
1012803,A,0
1012648,A,0
1015381,A,0
1016554,A,0
1002152,B,0
1013645,A,0
1022420,B,0
1003882,A,0
1014916,A,0
1014123,B,0
1023743,A,0
1029224,B,0
1029520,B,0
1000743,A,0
1027722,B,0
1001466,B,0
1024211,B,0
1017560,B,0
1010246,B,0
1007907,B,0
1026415,B,0
1000975,A,0
1011238,B,0
1009838,A,0
1019645,B,0
1009479,B,0
1021344,A,0
1010429,B,0
1009882,A,0
1019638,B,0
1001793,B,0
1005655,A,0
1020477,A,0
1012664,B,0
1024113,A,0
1025950,B,0
1018657,B,0
1005863,B,0
1016823,A,0
1016053,B,0
1011694,A,0
1025372,A,0
1022553,A,0
1021617,A,0
1012370,A,0
1012279,B,0
1018710,A,0
1017595,A,0
1022150,A,0
1015834,B,0
1010877,B,0
1014973,B,0
1029049,B,0
1000018,B,0
1001217,B,0
1021763,A,0
1028581,B,0
1019831,B,0
1004509,A,0
1000467,B,0
1012939,A,0
1022004,B,0
1004803,B,0
1004972,B,0
1020706,B,0
1013985,A,0
1008858,A,0
1028126,A,0
1006165,B,0
1022917,B,56.83
1014354,A,0
1025274,A,0
1025409,B,0
1026887,A,0
1023304,B,0
1011457,B,0
1006419,B,0
1002464,A,0
1012979,B,0
1025671,A,0
1012361,A,0
1013065,B,0
1019759,B,0
1012364,A,0
1007939,A,0
1002048,A,0
1021778,B,0
1011105,A,0
1001235,B,0
1007352,B,0
1004797,A,0
1008773,A,0
1019342,B,0
1025420,B,0
1021507,A,0
1003635,B,0
1008040,A,0
1011045,A,0
1028531,A,0
1016489,B,0
1022564,B,0
1007358,B,0
1021699,B,0
1002679,B,0
1002240,B,0
1018589,B,0
1022945,A,0
1023142,A,0
1014152,A,0
1013841,A,0
1006383,B,0
1013234,A,0
1012992,A,0
1012373,A,0
1012743,A,0
1025426,A,0
1016935,A,0
1016213,B,0
1005037,B,0
1002629,A,0
1019647,A,0
1011715,A,0
1028269,A,0
1000522,B,0
1021219,B,0
1026609,A,0
1010799,A,0
1020795,B,0
1022541,B,0
1015836,B,0
1010315,B,0
1007374,A,0
1006285,B,0
1029453,A,0
1000074,B,0
1020359,B,0
1015262,A,0
1011911,B,0
1017369,B,0
1008714,A,0
1021602,B,0
1023488,B,0
1002149,B,0
1008093,B,0
1025178,A,31.41
1007087,A,0
1003648,A,0
1027260,A,0
1001047,A,0
1001499,B,0
1002446,B,0
1011770,A,0
1018662,B,0
1020946,A,0
1011225,B,0
1001716,B,0
1016393,B,0
1027176,B,0
1009006,A,0
1029338,B,0
1012117,B,0
1006094,A,0
1028017,B,0
1014446,B,0
1001642,A,0
1025103,B,0
1017398,B,0
1024570,A,0
1009090,A,0
1016801,B,25.38
1026325,A,0
1012405,A,0
1002055,B,28.77
1018820,B,42
1029603,B,0
1005624,A,0
1000280,A,0
1028201,B,74.66475782499755
1012515,B,0
1028185,A,0
1022825,B,0
1024835,A,0
1020980,B,0
1023326,B,0
1004480,A,0
1024705,B,0
1008271,B,50.41
1007159,B,0
1003718,A,0
1020073,A,0
1028923,B,0
1022799,A,0
1002569,A,0
1029776,A,0
1026875,B,0
1011112,B,0
1011941,B,0
1026920,A,0
1003119,B,0
1018795,A,0
1018151,B,0
1030100,B,0
1009495,B,0
1018979,A,0
1029238,B,0
1015388,B,0
1011991,B,0
1007002,B,0
1012337,B,0
1013259,A,0
1007958,B,0
1000513,A,0
1015290,B,0
1026604,B,0
1024504,B,0
1024363,A,0
1021546,B,0
1023451,B,0
1016094,A,0
1022202,B,0
1015755,B,0
1026914,B,0
1003857,B,0
1022036,A,0
1008371,A,0
1000779,A,0
1016717,B,0
1025094,B,0
1011357,A,0
1011630,A,0
1019555,B,0
1025483,B,0
1023835,B,0
1009694,B,0
1008463,A,0
1022314,B,0
1012202,A,0
1010244,A,0
1027843,B,0
1011872,B,0
1025692,B,0
1006293,A,0
1024917,A,0
1022714,A,0
1009011,A,0
1000059,A,0
1026826,B,0
1002840,B,0
1026338,A,76.05
1029916,A,0
1010848,A,0
1002968,A,0
1015815,B,0
1011273,B,0
1022999,B,0
1020335,A,0
1026921,B,0
1018046,A,0
1018109,B,0
1018928,A,0
1013941,A,0
1012968,A,0
1024206,A,0
1001995,B,0
1007270,A,0
1002635,B,0
1010103,B,0
1020568,A,0
1013789,B,0
1004536,B,0
1022681,A,0
1004038,A,0
1025464,A,0
1021006,A,0
1029384,A,0
1022342,A,0
1009067,A,0
1019336,A,0
1002053,B,0
1010125,A,0
1014218,B,0
1029394,B,0
1015631,B,0
1002086,A,0
1026654,B,0
1024003,A,0
1008802,B,0
1016814,B,0
1001222,B,0
1014504,B,0
1018062,B,0
1013197,B,0
1009991,A,0
1012234,B,0
1007471,A,0
1012938,B,0
1001717,B,0
1001603,B,0
1020781,A,0
1014670,B,0
1006921,A,0
1018340,B,0
1008939,A,0
1005144,A,0
1021686,B,0
1027626,B,0
1029778,A,0
1001849,B,0
1024130,B,0
1004477,B,0
1003983,B,0
1011978,B,0
1008707,A,0
1007151,A,0
1018818,A,0
1012346,A,0
1014444,B,0
1008521,B,0
1002661,A,0
1028021,A,0
1013565,B,0
1028790,B,0
1020967,A,0
1014705,A,0
1014694,B,0
1009992,A,0
1001419,B,0
1017195,B,0
1015905,A,0
1029570,B,0
1001003,A,0
1029854,B,0
1014375,B,0
1007703,A,0
1029045,B,0
1000885,B,0
1008435,B,0
1005911,B,0
1026868,B,0
1006923,B,0
1027289,A,0
1017975,A,0
1003554,A,0
1019294,A,0
1017703,A,0
1005241,B,0
1019637,A,0
1007099,B,0
1003197,A,0
1026047,A,0
1022037,B,0
1019015,A,0
1013916,B,0
1000558,A,0
1016856,A,0
1007418,B,0
1022468,B,0
1013280,B,0
1015540,B,0
1029374,B,0
1027684,A,0
1021300,A,0
1008528,A,0
1019890,A,0
1002343,A,0
1023417,A,0
1003053,A,0
1002419,A,0
1009517,B,0
1002858,B,0
1013071,A,0
1026076,A,0
1028818,A,0
1027042,B,0
1011131,A,0
1018749,B,0
1008041,B,0
1015238,B,0
1008539,A,0
1018220,B,0
1022377,B,0
1002476,B,0
1005311,A,0
1010722,B,0
1024803,A,0
1005912,B,47.43
1006604,A,0
1005052,B,0
1008213,A,0
1016481,A,0
1008500,B,0
1002625,A,0
1013718,A,0
1000992,B,0
1008831,A,0
1029032,A,0
1021551,A,0
1011143,B,0
1025782,B,0
1026555,B,0
1006682,B,0
1020141,A,0
1011691,B,0
1013561,A,0
1005464,A,0
1002627,B,0
1018061,B,0
1001360,B,0
1002863,A,0
1027132,B,0
1029066,A,0
1003564,A,0
1026752,A,0
1025858,B,0
1013956,A,0
1023851,B,0
1026722,B,0
1019293,A,0
1018778,B,0
1008982,A,0
1018027,A,0
1029729,A,0
1023302,B,0
1027993,B,0
1014126,B,0
1010551,B,0
1019666,A,0
1003789,A,0
1029835,B,0
1009682,B,0
1019915,B,0
1022269,B,0
1003809,B,0
1002487,A,0
1025127,A,0
1004721,B,0
1017663,A,0
1008517,B,0
1005455,A,0
1002437,A,0
1024899,A,0
1001209,A,0
1016781,B,0
1028274,B,0
1009596,B,38.52
1021871,B,0
1001843,A,0
1019412,B,0
1008313,B,0
1008332,A,0
1011444,A,0
1007917,A,0
1014096,A,0
1001042,B,0
1018141,A,0
1028701,B,0
1017775,A,0
1014953,A,169.37
1001766,A,0
1006080,A,0
1027540,A,0
1011957,A,0
1018026,A,0
1007439,A,0
1023854,B,0
1026507,A,0
1001005,A,0
1011260,A,0
1011569,A,0
1004023,A,0
1010925,B,0
1026447,A,0
1012107,B,0
1002427,B,0
1027532,B,0
1022837,B,0
1004437,B,0
1018432,B,0
1020109,A,0
1011935,A,0
1029084,B,0
1009801,A,0
1013531,A,0
1022436,B,0
1008605,B,0
1016920,B,0
1009771,B,0
1011141,A,0
1002330,A,0
1020729,A,0
1013111,B,0
1007192,B,0
1029695,B,0
1006588,B,0
1009179,B,0
1014429,B,0
1009064,A,0
1001172,A,0
1007302,A,0
1015544,B,0
1023225,A,0
1009980,B,0
1007679,A,55.15
1024177,B,0
1009820,B,0
1014253,B,0
1026802,B,0
1014795,B,0
1000989,B,0
1003267,A,0
1029852,B,0
1014517,A,0
1004012,A,0
1017298,B,0
1022280,B,0
1010013,A,0
1007246,A,0
1014737,A,0
1020225,B,0
1016375,A,0
1029586,B,46.15
1012051,A,0
1016672,A,0
1028952,A,0
1015995,B,0
1017984,B,0
1001306,B,0
1022298,B,0
1006219,B,0
1005391,A,54.11
1024581,A,0
1023840,A,0
1001824,B,0
1025995,B,0
1024863,B,0
1029234,A,0
1002230,B,0
1003331,B,0
1007446,B,0
1004533,A,0
1007936,B,55.27
1018396,A,83.38
1000738,A,0
1017790,B,0
1005159,B,60.23
1019159,A,0
1018552,A,0
1021614,A,0
1005180,B,0
1004372,A,0
1021846,B,0
1004283,A,0
1020741,B,50.59
1013217,A,0
1010878,A,0
1018834,B,0
1024447,B,0
1010547,B,0
1019440,A,0
1014542,B,0
1028102,A,0
1018630,A,0
1011396,B,0
1005652,A,0
1013248,A,0
1022406,A,0
1007623,B,0
1016062,B,0
1014271,A,0
1004811,A,0
1014822,B,0
1007734,B,0
1011712,A,0
1013118,A,0
1029502,B,0
1021070,A,0
1020337,B,0
1006454,A,0
1000726,A,0
1020357,B,0
1020628,A,0
1020345,A,0
1018267,A,0
1016114,B,0
1000452,A,0
1002431,B,0
1024472,A,0
1009842,A,0
1019126,B,0
1005709,B,0
1008404,A,0
1022017,A,0
1015673,B,0
1018308,B,0
1027500,B,0
1013749,A,0
1017568,A,0
1017291,B,0
1022371,A,0
1019195,A,0
1021624,B,0
1011939,A,0
1017226,B,0
1002940,B,0
1001268,B,0
1029132,B,0
1003511,A,0
1006858,B,0
1008993,B,0
1024915,A,0
1007553,A,0
1005934,A,0
1025890,A,0
1010474,A,0
1026065,B,0
1021346,A,0
1015800,A,35.9
1008737,A,0
1006960,B,0
1023803,B,0
1021770,A,0
1028995,B,0
1022683,B,0
1000800,A,0
1016155,A,0
1004403,B,0
1002617,A,0
1022901,B,0
1025069,A,0
1001297,A,0
1021341,B,0
1000682,B,0
1004433,B,0
1029862,A,0
1021901,B,0
1002944,B,0
1028172,A,0
1018481,B,0
1016820,B,0
1020294,B,0
1024754,B,0
1029842,B,0
1028086,A,0
1005247,A,0
1011766,A,0
1015113,B,0
1015272,B,0
1012109,B,0
1012305,B,0
1024674,A,0
1026399,B,0
1025065,A,0
1014571,B,0
1020626,A,0
1025941,B,62.94
1024827,A,0
1007037,B,0
1020121,B,0
1028502,B,0
1029402,A,0
1026903,B,0
1026540,B,0
1018419,B,0
1011919,A,0
1002205,B,0
1014238,A,0
1011219,B,0
1000442,A,0
1021889,A,0
1022467,A,193.85
1019471,A,0
1017477,A,0
1004570,A,0
1011090,B,0
1000691,B,0
1011735,A,0
1016461,A,0
1027996,B,0
1029019,A,0
1027588,A,0
1011660,B,0
1014121,A,0
1018123,A,0
1001253,B,0
1018050,A,0
1005405,B,0
1025427,A,0
1001912,A,0
1004638,A,0
1010897,B,0
1018039,A,0
1000463,A,0
1027211,A,0
1008881,A,0
1020712,B,0
1016111,B,0
1008328,A,0
1024889,A,0
1027191,B,0
1014480,A,105.5
1003090,A,0
1016448,B,0
1005065,A,0
1013579,B,0
1000780,A,0
1023063,A,0
1023361,A,0
1003488,A,255.66
1025966,B,0
1013311,B,0
1011220,A,0
1027915,B,0
1027609,A,2.32
1011515,A,0
1019767,B,0
1025500,A,0
1005416,A,0
1024902,A,0
1029259,B,0
1015256,A,0
1020387,A,0
1008971,A,0
1021057,B,0
1026566,B,0
1017911,A,0
1021981,A,0
1023168,B,0
1005976,A,0
1019610,A,0
1020953,B,0
1023325,A,0
1016697,A,0
1014407,B,0
1030076,B,0
1017329,A,0
1002725,A,0
1015209,B,0
1001984,A,0
1025034,A,0
1023917,A,0
1020581,A,0
1028114,B,0
1009022,A,0
1003396,A,0
1026140,A,0
1020589,A,0
1019268,A,0
1016484,B,0
1013621,B,0
1000555,B,0
1008322,B,0
1023121,A,118.18
1016330,B,0
1021112,B,0
1018261,B,0
1015479,B,0
1024149,A,0
1015891,A,0
1005696,A,0
1019113,A,0
1007413,B,0
1001430,A,0
1027727,A,0
1000447,B,0
1024371,B,0
1011456,B,0
1000310,B,0
1015976,A,0
1011433,A,0
1023999,B,0
1018857,B,0
1019686,A,0
1015736,A,0
1021230,B,0
1012646,B,0
1006547,A,0
1003151,A,0
1021815,B,0
1015285,B,0
1016548,A,0
1006975,A,0
1021909,A,0
1017431,A,0
1015301,B,0
1010041,B,0
1026161,B,0
1012699,B,0
1021888,A,0
1021081,B,0
1006609,A,0
1007948,A,0
1000134,B,0
1026661,B,0
1020888,A,0
1011822,A,0
1022235,A,0
1002941,A,0
1008746,B,0
1025416,A,0
1014209,A,0
1025090,B,0
1010979,A,0
1021279,B,0
1023540,A,0
1000699,B,0
1001346,A,0
1014475,A,0
1029350,B,0
1018207,A,0
1011320,A,0
1017250,A,0
1024390,B,0
1030004,A,0
1021476,B,0
1013032,A,0
1000944,A,0
1018467,A,0
1023418,A,0
1000852,B,0
1023696,B,0
1018263,B,0
1017228,A,0
1014134,A,0
1021502,B,0
1029767,A,0
1004888,A,0
1008456,A,0
1022386,B,0
1016038,A,0
1005145,B,0
1027104,B,0
1007621,A,0
1015752,A,46.02
1010453,B,0
1014345,B,0
1000391,B,0
1027148,A,0
1005141,B,0
1005427,B,0
1003120,A,0
1010955,A,0
1007594,B,0
1018679,B,63.29
1010454,A,64.15
1007062,B,0
1017299,B,0
1029741,B,0
1028568,A,0
1013395,B,0
1027516,A,0
1001899,A,0
1025778,B,0
1022043,B,194.4
1000336,B,0
1012079,B,0
1016639,A,0
1012187,B,0
1024797,A,0
1005638,A,0
1013968,A,0
1029827,B,0
1016538,A,0
1002471,A,0
1019913,A,0
1008406,B,0
1013635,A,0
1020076,A,0
1025449,B,0
1003659,B,0
1014497,A,0
1013064,B,0
1005476,A,0
1006873,B,0
1025899,B,0
1011122,B,0
1025114,B,0
1014177,B,0
1023672,B,0
1007727,A,0
1004346,A,0
1024900,A,0
1011491,A,0
1027581,B,0
1010073,A,0
1021142,B,0
1013855,A,0
1002112,A,0
1007663,B,0
1007254,A,0
1000218,B,0
1001686,B,0
1011011,B,35.41
1010621,A,0
1022227,B,0
1007423,A,0
1000908,B,78.7
1009831,A,0
1029979,A,0
1020213,A,0
1009052,A,0
1023659,A,0
1027298,B,0
1016939,B,0
1005434,B,0
1001850,B,0
1004860,A,0
1028853,A,0
1021817,A,0
1011070,A,95.67
1020845,B,0
1024312,B,0
1000910,A,0
1023862,A,0
1016551,B,0
1006785,B,0
1005946,B,0
1024652,B,0
1018487,B,0
1009176,B,0
1010692,B,0
1026996,B,0
1029691,A,0
1003076,A,0
1001618,B,0
1027204,B,0
1010106,B,0
1015632,A,0
1023913,B,0
1001867,B,0
1023561,A,0
1017095,A,0
1028263,A,0
1003299,B,0
1027794,B,0
1025787,A,0
1024869,A,0
1027651,B,0
1011759,B,0
1017357,B,0
1020475,A,0
1005851,A,0
1025855,A,0
1014103,B,0
1017990,B,0
1004174,A,42.54
1026081,B,0
1021510,B,0
1005115,B,0
1008402,A,0
1003595,B,18.11
1026174,A,0
1029075,A,0
1027894,A,0
1012864,B,0
1004915,A,0
1029629,B,0
1020791,A,0
1011051,A,0
1005959,A,0
1024957,B,0
1017015,B,0
1022402,A,0
1028899,B,0
1024115,B,0
1008835,B,0
1016057,A,0
1009531,B,0
1002012,A,0
1001896,B,0
1024871,B,0
1005868,B,0
1013551,B,0
1014454,B,0
1003709,B,0
1017108,B,0
1016284,B,0
1013900,B,0
1016055,A,0
1021143,A,0
1028841,A,0
1010023,A,0
1004675,A,0
1012878,B,0
1025061,A,0
1022689,A,0
1019936,A,0
1019303,B,0
1019316,A,0
1002182,A,0
1005223,B,0
1016273,A,0
1015512,A,0
1027216,B,0
1014744,B,0
1019810,B,0
1016640,A,12.18
1000204,B,0
1012200,B,0
1022816,B,0
1006501,B,0
1024231,A,0
1016978,B,0
1019813,B,0
1013942,B,0
1002836,B,0
1013103,A,0
1027738,B,0
1013149,B,0
1008741,B,0
1001759,A,0
1026881,A,0
1020854,B,0
1006192,A,0
1022718,A,0
1024244,A,0
1016019,A,0
1012820,A,0
1025008,B,0
1004846,B,0
1020252,A,0
1028902,A,0
1012610,B,0
1014222,B,0
1014024,A,0
1027880,B,0
1020502,B,0
1015036,B,0
1008036,A,0
1025893,A,0
1020592,A,0
1010403,B,0
1009794,A,0
1017151,B,0
1011852,A,0
1026306,B,0
1024299,B,0
1011397,B,0
1022953,B,0
1011156,A,0
1025389,A,0
1024118,A,0
1011010,B,0
1009270,A,0
1027801,A,35.99
1001300,A,0
1029030,B,0
1003875,B,233.25
1027151,B,0
1010427,B,0
1019543,B,0
1000577,B,0
1002440,B,0
1025597,B,0
1019105,B,0
1029619,A,0
1022421,B,39.28
1002992,B,25.8
1028558,A,0
1016454,A,0
1027688,A,0
1003270,A,0
1027439,B,0
1023546,B,0
1014944,B,0
1027809,A,0
1015118,A,0
1013440,B,0
1017001,A,0
1014161,B,0
1014440,B,0
1007479,B,0
1026895,B,0
1022015,A,0
1006440,B,0
1000674,A,0
1009389,B,0
1025993,B,0
1027905,B,21.59
1006458,B,0
1021526,B,0
1000608,A,0
1006288,A,0
1018862,B,0
1011132,A,0
1022828,A,0
1001700,B,0
1002578,B,0
1016235,B,0
1030024,A,0
1005945,A,0
1023827,A,0
1019632,B,0
1007650,A,0
1029931,A,0
1015853,B,0
1009672,B,101.1
1005049,B,0
1021348,B,0
1023477,B,0
1018698,B,0
1000232,B,0
1003549,A,0
1009464,A,0
1006393,B,0
1002838,B,0
1014203,A,0
1010600,B,0
1008284,B,0
1010265,A,0
1016464,B,0
1018454,A,0
1009114,A,0
1030062,A,0
1002503,A,0
1004445,B,0
1004026,B,0
1016880,A,53.3
1022771,B,0
1027453,A,0
1000141,A,11.49
1011216,B,0
1006741,A,0
1025996,B,0
1009955,A,0
1009825,B,0
1016206,A,0
1006099,A,0
1025212,A,0
1024179,A,0
1017119,B,0
1019449,A,0
1000104,A,0
1013361,A,0
1011226,B,0
1001514,B,0
1017107,B,0
1004080,A,0
1014314,B,0
1013475,B,0
1017212,B,0
1027057,B,0
1017773,B,51.83
1021622,A,0
1018889,B,0
1003946,A,0
1012950,A,0
1023716,B,0
1022853,A,0
1001276,A,0
1001861,B,0
1018496,A,0
1021738,B,0
1012035,A,0
1003995,A,0
1006787,B,0
1014754,B,0
1025200,A,0
1028361,B,0
1029786,A,0
1012009,B,0
1000943,A,0
1007647,A,0
1010572,A,0
1002636,A,0
1001450,A,0
1023369,B,0
1015010,B,0
1019872,A,0
1004730,B,0
1011588,B,0
1018331,A,0
1000801,A,0
1026744,A,14.17
1000736,A,0
1006594,B,0
1013070,A,0
1008165,A,0
1029556,A,0
1003811,B,0
1020406,B,0
1024225,A,0
1015347,B,0
1010130,A,0
1000169,A,0
1011323,A,0
1006258,B,0
1006578,B,0
1007523,B,0
1007179,B,0
1006356,B,0
1019203,B,0
1022866,A,0
1014811,A,0
1018911,B,0
1029826,B,0
1011807,A,0
1015362,B,0
1022732,B,0
1023459,B,0
1017367,A,0
1021283,A,0
1009362,B,0
1013321,B,0
1019520,B,0
1026111,A,0
1008231,A,0
1002611,B,0
1028481,A,0
1010762,A,0
1004766,B,0
1024549,B,0
1020279,B,0
1015462,B,0
1026839,A,0
1006739,B,0
1007618,A,0
1003534,A,0
1018486,B,0
1004771,A,0
1000630,A,0
1025835,B,0
1026855,A,0
1022692,A,523.6
1024989,B,0
1019413,A,0
1005631,A,0
1004661,A,0
1004851,B,0
1000173,A,0
1001706,A,0
1015728,A,0
1011014,B,0
1025740,A,0
1018289,A,0
1001057,A,0
1029793,A,0
1017565,A,0
1011633,B,0
1029172,A,0
1021711,A,0
1015705,B,142.7
1022081,A,0
1012566,B,0
1022965,B,0
1013722,A,0
1005809,B,0
1012757,A,0
1021393,B,0
1006553,A,0
1002339,A,0
1015770,A,0
1006294,B,0
1000409,A,0
1010518,B,0
1006542,A,0
1021951,B,0
1009895,B,0
1003827,A,0
1012931,B,0
1026383,B,0
1015063,A,0
1000183,B,0
1018621,A,0
1001798,B,0
1000306,A,0
1008953,B,0
1022233,A,0
1018737,B,0
1020606,A,0
1009017,B,0
1002508,A,0
1001067,A,0
1023587,B,0
1018276,B,0
1014265,B,0
1012259,A,0
1023704,A,0
1006801,A,0
1014560,B,0
1008000,B,0
1003569,B,41.89
1014287,B,0
1009995,A,0
1000773,A,0
1028167,A,0
1024337,A,0
1009679,B,0
1021570,A,0
1017655,B,0
1008206,A,0
1025965,B,0
1021175,A,0
1001437,A,0
1016457,A,0
1015167,A,0
1013639,B,0
1008160,B,0
1008381,B,0
1020902,B,32.19
1024632,A,0
1006628,A,24.14
1021897,B,0
1017924,B,0
1008300,A,0
1012210,B,0
1023100,B,0
1029215,A,0
1008515,B,0
1024275,A,0
1012685,A,0
1014466,B,0
1012575,B,0
1026124,B,0
1019378,A,0
1016683,B,0
1015250,A,0
1028187,B,0
1025377,A,0
1008599,B,0
1020229,B,0
1018037,B,0
1007065,A,0
1016494,A,0
1002730,B,0
1017696,B,0
1007482,B,0
1011860,B,0
1015802,A,0
1023004,B,0
1011607,B,0
1014224,B,58.61
1010139,A,0
1005425,B,0
1011928,A,0
1009641,A,0
1000484,A,0
1004741,B,0
1009245,B,16.03
1003935,B,0
1002500,A,0
1025152,A,144.53
1020777,A,0
1025413,A,0
1012751,B,0
1028059,A,0
1022956,B,0
1028407,A,0
1016420,B,0
1012145,B,0
1014386,B,0
1021875,B,0
1009373,A,0
1005803,A,0
1016044,B,0
1010004,A,0
1023868,B,0
1008666,A,0
1024443,A,0
1021898,A,0
1016317,A,0
1020460,B,0
1018287,A,0
1026760,B,0
1010290,B,0
1014825,A,0
1023089,A,0
1009291,B,0
1025275,A,0
1000304,A,0
1016249,A,0
1015730,A,0
1028141,B,0
1021521,A,0
1026641,B,0
1021441,B,0
1014284,B,0
1015551,A,0
1012249,A,0
1012741,A,0
1009385,A,0
1011622,A,0
1013859,B,0
1001211,A,0
1009033,A,0
1008542,A,0
1025497,B,0
1003997,B,0
1027673,B,0
1002156,B,0
1007051,B,0
1020411,A,0
1022899,B,0
1000586,A,0
1000029,A,0
1023788,A,0
1009908,A,0
1016635,B,0
1018567,A,0
1025770,B,0
1008288,B,0
1000098,A,0
1001884,B,0
1025969,B,0
1003229,B,0
1026790,A,0
1022027,A,0
1000602,B,0
1027398,A,0
1011261,A,0
1030018,B,0
1026045,A,0
1027759,B,0
1021030,B,0
1022393,A,0
1028734,A,0
1016278,A,0
1000157,A,0
1029086,B,0
1014948,A,0
1010342,B,0
1029972,B,0
1002793,B,0
1011800,A,0
1015419,B,0
1028918,A,0
1024287,A,75.5
1018110,B,0
1017853,B,0
1016570,B,0
1014990,B,0
1029076,A,0
1007972,A,0
1021438,B,0
1011118,B,0
1004299,B,0
1000028,A,0
1008824,B,0
1021470,B,0
1009403,B,0
1004939,B,0
1001166,A,0
1024459,B,0
1022859,A,0
1007276,A,0
1017660,A,0
1022267,B,0
1003362,A,0
1012821,B,0
1026863,A,0
1014581,B,0
1014601,B,0
1028761,B,0
1015547,B,0
1007067,A,0
1014211,A,0
1013384,B,0
1016473,A,0
1006346,B,0
1018632,A,0
1001221,B,0
1012817,A,0
1007082,A,0
1002645,B,0
1025308,B,0
1005829,A,0
1028679,B,0
1017968,B,0
1022605,A,0
1018556,A,0
1024687,A,0
1007864,A,0
1000253,B,40.32
1009705,A,0
1006983,B,0
1029539,A,0
1019022,B,0
1027771,A,0
1010387,A,0
1005108,B,0
1003165,B,0
1021745,A,0
1026217,A,0
1025493,B,0
1003597,A,0
1020808,B,23.51
1001866,B,0
1027386,A,0
1015978,B,0
1025788,A,0
1020177,A,0
1021316,B,0
1004222,A,0
1003031,B,0
